"TABLE_NAME","COLUMN_NAME","CNTITLE","CNNAME","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","IS_PK"
"GSP_CONSERVE","MEMO","备注","备注","VARCHAR2","1000","","","N"
"GSP_CONSERVE","VALIDDATE","有效期限","有效期限","VARCHAR2","100","","","N"
"GSP_CONSERVE","QUANSTANDARD","质量标准","质量标准","VARCHAR2","200","","","N"
"GSP_CONSERVE","STORAGECONDITION","存储要求","存储要求","VARCHAR2","200","","","N"
"GSP_CONSERVE","PROPERTIES","性状","性状","VARCHAR2","200","","","N"
"GSP_CONSERVE","PACKAGE","包装情况","包装情况","VARCHAR2","200","","","N"
"GSP_CONSERVE","CHECKQTY","抽检数量","抽检数量","NUMBER","22","16","6","N"
"GSP_CONSERVE","CHECKRESULT","检查结果/可见异物数量","检查结果/可见异物数量","NUMBER","22","16","6","N"
"GSP_CONSERVE","RECHECKQTY","复检数量","复检数量","NUMBER","22","16","6","N"
"GSP_CONSERVE","RECHECKRESULT","复检结果/可见异物数量","复检结果/可见异物数量","NUMBER","22","16","6","N"
"GSP_CONSERVE","RESULT","处理意见","处理意见","VARCHAR2","200","","","N"
"GSP_CONSERVE","CHECKMANID","养护人ID","养护人ID","NUMBER","22","10","0","N"
"GSP_CONSERVE","CHECKMEMO","异物检查备注","异物检查备注","VARCHAR2","1000","","","N"
"GSP_CONSERVE","EQUIPMENTID","使用仪器设备ID","使用仪器设备ID","NUMBER","22","12","0","N"
"GSP_CONSERVE","USEREASON","使用原因","使用原因","VARCHAR2","200","","","N"
"GSP_CONSERVE","CHECKGOODS","检验药品","检验药品","VARCHAR2","100","","","N"
"GSP_CONSERVE","USEMAN","养护人B","养护人B","VARCHAR2","20","","","N"
"GSP_CONSERVE","EQUIPMENTMEMO","仪器使用备注","仪器使用备注","VARCHAR2","1000","","","N"
"GSP_CONSERVE","QUANSTATNDARD","","","VARCHAR2","200","","","N"
"GSP_CONSERVE","WHITESTOCKNUM","白块数量","白块数量","VARCHAR2","200","","","N"
"GSP_CONSERVE","WHITEPOINTNUM","白点数量","白点数量","VARCHAR2","200","","","N"
"GSP_CONSERVE","XIANWEINUM","纤维数量","纤维数量","VARCHAR2","200","","","N"
"GSP_CONSERVE","BOXIENUM","玻屑数量","玻屑数量","VARCHAR2","200","","","N"
"GSP_CONSERVE","JINSHUXIENUM","金属屑数量","金属屑数量","VARCHAR2","200","","","N"
"GSP_CONSERVE","OTHERNUM","其他可见异物","其他可见异物","VARCHAR2","200","","","N"
"GSP_CONSERVE","SOURCEID","来源单据ID","来源单据ID","NUMBER","22","10","0","N"
"GSP_CONSERVE","REWHITESTOCKNUM","复检白块数量","复检白块数量","VARCHAR2","200","","","N"
"GSP_CONSERVE","REWHITEPOINTNUM","复检白点数量","复检白点数量","VARCHAR2","200","","","N"
"GSP_CONSERVE","REXIANWEINUM","复检纤维数里","复检纤维数里","VARCHAR2","200","","","N"
"GSP_CONSERVE","REBOXIENUM","复检玻屑数量","复检玻屑数量","VARCHAR2","200","","","N"
"GSP_CONSERVE","REJINSHUXIENUM","复检金属屑数量","复检金属屑数量","VARCHAR2","200","","","N"
"GSP_CONSERVE","REOTHERNUM","复检其他可见异物","复检其他可见异物","VARCHAR2","200","","","N"
"GSP_CONSERVE","WAREHID","物流中心ID","物流中心ID","NUMBER","22","12","0","N"
"GSP_CONSERVE","EMFLAG","养护标志","养护标志","NUMBER","22","1","0","N"
"GSP_CONSERVE","PRINTFLAG","打印标记","打印标记","NUMBER","22","1","0","N"
"GSP_CONSERVE","PRINTDATE","打印时间","打印时间","DATE","7","","","N"
"GSP_CONSERVE","PRINTMANID","打印人ID","打印人ID","NUMBER","22","12","0","N"
"GSP_CONSERVE","QUILITYQTY","","","NUMBER","22","16","6","N"
"GSP_CONSERVE","UNQUILITYQTY","","","NUMBER","22","16","6","N"
"GSP_CONSERVE","CONSERVEDATE","养护日期","养护日期","DATE","7","","","N"
"GSP_CONSERVE","GOODSPACKID","包装ID","包装ID","NUMBER","22","12","0","N"
"GSP_CONSERVE","GOODSSTATUSID","货品状态ID","货品状态ID","NUMBER","22","12","0","N"
"GSP_CONSERVE","IWCS_STATUS","下发IWCS标志","下发IWCS标志","NUMBER","22","2","0","N"
"GSP_CONSERVE","IWCS_DATE","IWCS日期","IWCS日期","DATE","7","","","N"
"GSP_CONSERVE","IWCS_MSG","iWCS异常信息","iWCS异常信息","VARCHAR2","2000","","","N"
"GSP_CORPORATION_CONSIGN","CONSIGNID","委托书ID","委托书ID","NUMBER","22","10","0","Y"
"GSP_CORPORATION_CONSIGN","COMPANYID","单位ID","单位ID","NUMBER","22","10","0","N"
"GSP_CORPORATION_CONSIGN","CONSIGNNAME","委托人姓名","委托人姓名","VARCHAR2","40","","","N"
"GSP_CORPORATION_CONSIGN","CONSIGNADDR","委托人地址","委托人地址","VARCHAR2","100","","","N"
"GSP_CORPORATION_CONSIGN","CONSIGNIDCARD","委托人身份证号","委托人身份证号","VARCHAR2","18","","","N"
"GSP_CORPORATION_CONSIGN","VALIDONDATE","期限","期限","DATE","7","","","N"
"GSP_CORPORATION_CONSIGN","VALIDENDDATE","期限至","期限至","DATE","7","","","N"
"GSP_CORPORATION_CONSIGN","CONNECTMAN","供应商联系人","供应商联系人","VARCHAR2","40","","","N"
"GSP_CORPORATION_CONSIGN","CONNECTPHONE","供应商联系电话","供应商联系电话","VARCHAR2","40","","","N"
"GSP_CORPORATION_CONSIGN","PICTURE","","","VARCHAR2","1000","","","N"
"GSP_CORPORATION_CONSIGN","IDCARDPIC1","","","VARCHAR2","1000","","","N"
"GSP_CORPORATION_CONSIGN","IDCARDPIC2","","","VARCHAR2","1000","","","N"
"GSP_CORPORATION_CONSIGN","CREDATE","录入日期","录入日期","DATE","7","","","N"
"GSP_CORPORATION_CONSIGN","INPUTMANID","录入人I0","录入人I0","NUMBER","22","10","0","N"
"GSP_CORPORATION_CONSIGN","USESTATUS","使用状态","使用状态","NUMBER","22","2","0","N"
"GSP_CORPORATION_CONSIGN","FILEGROUPID","图片","图片","NUMBER","22","10","0","N"
"GSP_CORPORATION_CONSIGN","RANGE","委托范围","委托范围","VARCHAR2","200","","","N"
"GSP_CORPORATION_CONSIGN","AREA","委托区域","委托区域","VARCHAR2","200","","","N"
"GSP_CORPORATION_CONSIGN","GOODSID","货品ID","货品ID","NUMBER","22","10","0","N"
"GSP_CORPORATION_CONSIGN","AUTHORIZE","授权范围","授权范围","VARCHAR2","200","","","N"
"GSP_CORPORATION_SHOPCARD","CARDID","执照ID","执照ID","NUMBER","22","10","0","Y"
"GSP_CORPORATION_SHOPCARD","COMPANYID","单位ID","单位ID","NUMBER","22","10","0","N"
"GSP_CORPORATION_SHOPCARD","CARDNO","营业执照注册号","营业执照注册号","VARCHAR2","80","","","N"
"GSP_CORPORATION_SHOPCARD","CARDORDERNO","顺序号","顺序号","VARCHAR2","20","","","N"
"GSP_CORPORATION_SHOPCARD","OLDNAME","曾用名","曾用名","VARCHAR2","50","","","N"
"GSP_CORPORATION_SHOPCARD","ADDRESS","住所","住所","VARCHAR2","100","","","N"
"GSP_CORPORATION_SHOPCARD","CORPORATION","法定代表人","法定代表人","VARCHAR2","40","","","N"
"GSP_CORPORATION_SHOPCARD","PRINCIPAL","负责人","负责人","VARCHAR2","40","","","N"
"GSP_CORPORATION_SHOPCARD","COMPANYTYPE","企业类型","企业类型","NUMBER","22","2","0","N"
"GSP_CORPORATION_SHOPCARD","VALIDONDATE","期限","期限","DATE","7","","","N"
"GSP_CORPORATION_SHOPCARD","VALIDENDDATE","期限至","期限至","DATE","7","","","N"
"GSP_CORPORATION_SHOPCARD","YEARCHECK","年检情况","年检情况","NUMBER","22","1","0","N"
"GSP_CORPORATION_SHOPCARD","PICTURE","","","VARCHAR2","1000","","","N"
"GSP_CORPORATION_SHOPCARD","CREDATE","录入日期","录入日期","DATE","7","","","N"
"GSP_CORPORATION_SHOPCARD","INPUTMANID","录入人ID","录入人ID","NUMBER","22","10","0","N"
"GSP_CORPORATION_SHOPCARD","USESTATUS","使用状态","使用状态","NUMBER","22","2","0","N"
"GSP_CORPORATION_SHOPCARD","FILEGROUPID","图片","图片","NUMBER","22","10","0","N"
"GSP_DRUG_MANAGE","DRUGID","批件ID","批件ID","NUMBER","22","10","0","Y"
"GSP_DRUG_MANAGE","COMPANYID","单位ID","单位ID","NUMBER","22","10","0","N"
"GSP_DRUG_MANAGE","DRUGNO","批件文号","批件文号","VARCHAR2","80","","","N"
"GSP_DRUG_MANAGE","VALIDONDATE","期限","期限","DATE","7","","","N"
"GSP_DRUG_MANAGE","VALIDENDDATE","期限至","期限至","DATE","7","","","N"
"GSP_DRUG_MANAGE","PICTURE","","","VARCHAR2","1000","","","N"
"GSP_DRUG_MANAGE","CREDATE","录入日期","录入日期","DATE","7","","","N"
"GSP_DRUG_MANAGE","INPUTMANID","录入人I","录入人I","NUMBER","22","10","0","N"
"GSP_DRUG_MANAGE","USESTATUS","使用状态","使用状态","NUMBER","22","2","0","N"
"GSP_DRUG_MANAGE","FILEGROUPID","图片","图片","NUMBER","22","10","0","N"
"GSP_GSMP_PERMIT","GSMPID","证书ID","证书ID","NUMBER","22","10","0","Y"
"GSP_GSMP_PERMIT","COMPANYID","单位ID","单位ID","NUMBER","22","10","0","N"
"GSP_GSMP_PERMIT","GSMPTYPE","gsp/gmp证书","gsp/gmp证书","NUMBER","22","1","0","N"
"GSP_GSMP_PERMIT","GSMPNO","证书编号","证书编号","VARCHAR2","80","","","N"
"GSP_GSMP_PERMIT","ATTESTATIONRAGE","认证范围","认证范围","VARCHAR2","200","","","N"
"GSP_GSMP_PERMIT","SIGNDATE","签发日期","签发日期","DATE","7","","","N"
"GSP_GSMP_PERMIT","SIGNORG","发证机关","发证机关","VARCHAR2","80","","","N"
"GSP_GSMP_PERMIT","VALIDONDATE","期限","期限","DATE","7","","","N"
"GSP_GSMP_PERMIT","VALIDENDDATE","期限至","期限至","DATE","7","","","N"
"GSP_GSMP_PERMIT","PICTURE","","","VARCHAR2","1000","","","N"
"GSP_GSMP_PERMIT","CREDATE","录入日期","录入日期","DATE","7","","","N"
"GSP_GSMP_PERMIT","INPUTMANID","录入人ID","录入人ID","NUMBER","22","10","0","N"
"GSP_GSMP_PERMIT","USESTATUS","使用状态","使用状态","NUMBER","22","2","0","N"
"GSP_GSMP_PERMIT","FILEGROUPID","图片","图片","NUMBER","22","10","0","N"
"GSP_HEALTHY_PERMIT","HEALTHYID","许可证ID","许可证ID","NUMBER","22","10","0","Y"
"GSP_HEALTHY_PERMIT","COMPANYID","单位ID","单位ID","NUMBER","22","10","0","N"
"GSP_HEALTHY_PERMIT","HEALTHYNO","许可证号","许可证号","VARCHAR2","80","","","N"
"GSP_HEALTHY_PERMIT","PRINCIPAL","负责人","负责人","VARCHAR2","40","","","N"
"GSP_HEALTHY_PERMIT","PERMITRAGE","许可范围","许可范围","VARCHAR2","200","","","N"
"GSP_HEALTHY_PERMIT","SIGNDATE","签发日期","签发日期","DATE","7","","","N"
"GSP_HEALTHY_PERMIT","SIGNORG","发证机关","发证机关","VARCHAR2","80","","","N"
"GSP_HEALTHY_PERMIT","VALIDONDATE","期限","期限","DATE","7","","","N"
"GSP_HEALTHY_PERMIT","VALIDENDDATE","期限至","期限至","DATE","7","","","N"
"GSP_HEALTHY_PERMIT","PICTURE","","","VARCHAR2","1000","","","N"
"GSP_HEALTHY_PERMIT","CREDATE","录入日期","录入日期","DATE","7","","","N"
"GSP_HEALTHY_PERMIT","INPUTMANID","录入人ID","录入人ID","NUMBER","22","10","0","N"
"GSP_HEALTHY_PERMIT","USESTATUS","使用状态","使用状态","NUMBER","22","2","0","N"
"GSP_HEALTHY_PERMIT","FILEGROUPID","图片","图片","NUMBER","22","10","0","N"
"GSP_LIQUID_QUALITY_CHECK","CHECKID","检验单ID","检验单ID","NUMBER","22","12","0","Y"
"GSP_LIQUID_QUALITY_CHECK","CHECKDOCNO","检验单号","检验单号","VARCHAR2","20","","","N"
"GSP_LIQUID_QUALITY_CHECK","CREDATE","录入日期","录入日期","DATE","7","","","N"
"GSP_LIQUID_QUALITY_CHECK","INPUTMANID","录入人ID","录入人ID","NUMBER","22","12","0","N"
"GSP_LIQUID_QUALITY_CHECK","QUCHECKID","检查部门ID","检查部门ID","NUMBER","22","12","0","N"
"GSP_LIQUID_QUALITY_CHECK","CHECKDATE","检验日期","检验日期","DATE","7","","","N"
"GSP_LIQUID_QUALITY_CHECK","GOODSOWNERID","货主ID","货主ID","NUMBER","22","12","0","N"
"GSP_LIQUID_QUALITY_CHECK","ARRIVEDATE","到货日期","到货日期","DATE","7","","","N"
"GSP_LIQUID_QUALITY_CHECK","GOODSID","货品主档ID","货品主档ID","NUMBER","22","12","0","N"
"GSP_LIQUID_QUALITY_CHECK","GOODSQTY","货品数量","货品数量","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","GOODSUNIT","基本单位","基本单位","VARCHAR2","10","","","N"
"GSP_LIQUID_QUALITY_CHECK","COMPANYID","来货单位ID","来货单位ID","NUMBER","22","12","0","N"
"GSP_LIQUID_QUALITY_CHECK","LOTID","批号ID","批号ID","NUMBER","22","12","0","N"
"GSP_LIQUID_QUALITY_CHECK","POSID","货位ID","货位ID","NUMBER","22","12","0","N"
"GSP_LIQUID_QUALITY_CHECK","LIGHTSOURCE","光源","光源","NUMBER","22","12","0","N"
"GSP_LIQUID_QUALITY_CHECK","BACKCOLOR","背景色","背景色","NUMBER","22","2","0","N"
"GSP_LIQUID_QUALITY_CHECK","TIMELIMIT","时限","时限","NUMBER","22","5","0","N"
"GSP_LIQUID_QUALITY_CHECK","GETQTY","取样量","取样量","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","WHITEQTY","白点","白点","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","BIGWHITE","白块","白块","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","GLASSQTY","玻璃","玻璃","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","FIBREQTY","纤维","纤维","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","METALQTY","金属屑","金属屑","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","OTHERQTY","其他","其他","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","UNQUALQTY","不合格数量","不合格数量","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","GETQTY2","复检取样量","复检取样量","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","WHITEQTY2","复检白点","复检白点","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","BIGWHITE2","复检白块","复检白块","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","GLASSQTY2","夏检玻璃","夏检玻璃","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","FIBREQTY2","复检纤维","复检纤维","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","OTHERQTY2","复检其他","复检其他","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","METALQTY2","复检金属屑","复检金属屑","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","UNQUALQTY2","复检不合格数量","复检不合格数量","NUMBER","22","16","6","N"
"GSP_LIQUID_QUALITY_CHECK","UNQUALRATE","不合格率","不合格率","NUMBER","22","6","3","N"
"GSP_LIQUID_QUALITY_CHECK","INOUTFLAG","出入库标志","出入库标志","NUMBER","22","1","0","N"
"GSP_LIQUID_QUALITY_CHECK","ORDERDTLID","订单细单ID","订单细单ID","NUMBER","22","12","0","N"
"GSP_LIQUID_QUALITY_CHECK","CHECKRESULT","检查结果","检查结果","NUMBER","22","1","0","N"
"GSP_LIQUID_QUALITY_CHECK","DEALRESULT","处理意见","处理意见","NUMBER","22","2","0","N"
"GSP_LIQUID_QUALITY_CHECK","CHECKMANID","检查员ID","检查员ID","NUMBER","22","12","0","N"
"GSP_LIQUID_QUALITY_CHECK","RECHECKMANID","复检员ID","复检员ID","NUMBER","22","12","0","N"
"GSP_LIQUID_QUALITY_CHECK","MEMO","备注","备注","VARCHAR2","200","","","N"
"GSP_MEDORG_CERTIFY_PERMIT","MEDORGID","许可证ID","许可证ID","NUMBER","22","10","0","Y"
"GSP_MEDORG_CERTIFY_PERMIT","COMPANYID","单位ID","单位ID","NUMBER","22","10","0","N"
"GSP_MEDORG_CERTIFY_PERMIT","ORGNAME","医疗机构名称","医疗机构名称","VARCHAR2","50","","","N"
"GSP_MEDORG_CERTIFY_PERMIT","COMPANYTYPE","所有制形式","所有制形式","NUMBER","22","2","0","N"
"GSP_MEDORG_CERTIFY_PERMIT","MANAGETYPE","经营性质","经营性质","NUMBER","22","2","0","N"
"GSP_MEDORG_CERTIFY_PERMIT","MEDORGNO","登记号","登记号","VARCHAR2","80","","","N"
"GSP_MEDORG_CERTIFY_PERMIT","CORPORATION","法定代表人","法定代表人","VARCHAR2","40","","","N"
"GSP_MEDORG_CERTIFY_PERMIT","VALIDONDATE","期限","期限","DATE","7","","","N"
"GSP_MEDORG_CERTIFY_PERMIT","VALIDENDDATE","期限至","期限至","DATE","7","","","N"
"GSP_MEDORG_CERTIFY_PERMIT","PICTURE","","","VARCHAR2","1000","","","N"
"GSP_MEDORG_CERTIFY_PERMIT","CREDATE","录入日期","录入日期","DATE","7","","","N"
"GSP_MEDORG_CERTIFY_PERMIT","INPUTMANID","录入人ID","录入人ID","NUMBER","22","10","0","N"
"GSP_MEDORG_CERTIFY_PERMIT","USESTATUS","使用状态","使用状态","NUMBER","22","2","0","N"
"GSP_MEDORG_CERTIFY_PERMIT","FILEGROUPID","图片","图片","NUMBER","22","10","0","N"
"GSP_MEDORG_CERTIFY_PERMIT","ADDRESS","地址","地址","VARCHAR2","200","","","N"
"GSP_MEDORG_CERTIFY_PERMIT","ISSUAUTHOR","发证机关","发证机关","VARCHAR2","100","","","N"
"GSP_MED_MANAGE_PERMIT","MEDID","许可证ID","许可证ID","NUMBER","22","10","0","Y"
"GSP_MED_MANAGE_PERMIT","COMPANYID","单位ID","单位ID","NUMBER","22","10","0","N"
"GSP_MED_MANAGE_PERMIT","MEDPERMITNO","经营许可证号","经营许可证号","VARCHAR2","80","","","N"
"GSP_MED_MANAGE_PERMIT","MANAGERAGE","经营范围","经营范围","VARCHAR2","200","","","N"
"GSP_MED_MANAGE_PERMIT","VALIDONDATE","期限","期限","DATE","7","","","N"
"GSP_MED_MANAGE_PERMIT","VALIDENDDATE","期限至","期限至","DATE","7","","","N"
"GSP_MED_MANAGE_PERMIT","PRINCIPAL","负责人","负责人","VARCHAR2","40","","","N"
"GSP_MED_MANAGE_PERMIT","CORPORATION","法定代表人","法定代表人","VARCHAR2","40","","","N"
"GSP_MED_MANAGE_PERMIT","PICTURE","","","VARCHAR2","1000","","","N"
"GSP_MED_MANAGE_PERMIT","CREDATE","录入日期","录入日期","DATE","7","","","N"
"GSP_MED_MANAGE_PERMIT","INPUTMANID","录入人ID","录入人ID","NUMBER","22","10","0","N"
"GSP_MED_MANAGE_PERMIT","USESTATUS","使用状态","使用状态","NUMBER","22","2","0","N"
"GSP_MED_MANAGE_PERMIT","FILEGROUPID","图片","图片","NUMBER","22","10","0","N"
"GSP_MED_PRODUCT_PERMIT","PERMITID","许可证ID","许可证ID","NUMBER","22","10","0","Y"
"GSP_MED_PRODUCT_PERMIT","COMPANYID","单位ID","单位ID","NUMBER","22","10","0","N"
"GSP_MED_PRODUCT_PERMIT","PERMITNO","许可证号","许可证号","VARCHAR2","80","","","N"
"GSP_MED_PRODUCT_PERMIT","PRODUCTRAGE","生产范围","生产范围","VARCHAR2","200","","","N"
"GSP_MED_PRODUCT_PERMIT","SIGNDATE","发证日期","发证日期","DATE","7","","","N"
"GSP_MED_PRODUCT_PERMIT","VALIDONDATE","期限","期限","DATE","7","","","N"
"GSP_MED_PRODUCT_PERMIT","VALIDENDDATE","期限至","期限至","DATE","7","","","N"
"GSP_MED_PRODUCT_PERMIT","PRINCIPAL","负责人","负责人","VARCHAR2","40","","","N"
"GSP_MED_PRODUCT_PERMIT","CORPORATION","法定代表人","法定代表人","VARCHAR2","40","","","N"
"GSP_MED_PRODUCT_PERMIT","PICTURE","","","VARCHAR2","1000","","","N"
"GSP_MED_PRODUCT_PERMIT","CREDATE","录入日期","录入日期","DATE","7","","","N"
"GSP_MED_PRODUCT_PERMIT","INPUTMANID","录入人ID","录入人ID","NUMBER","22","10","0","N"
"GSP_MED_PRODUCT_PERMIT","USESTATUS","使用状态","使用状态","NUMBER","22","2","0","N"
"GSP_MED_PRODUCT_PERMIT","FILEGROUPID","图片","图片","NUMBER","22","10","0","N"
"GSP_ORGANISE_CODE_PERMIT","CODEID","代码证ID","代码证ID","NUMBER","22","10","0","Y"
"GSP_ORGANISE_CODE_PERMIT","COMPANYID","单位ID","单位ID","NUMBER","22","10","0","N"
"GSP_ORGANISE_CODE_PERMIT","ORGCODENO","组织代码","组织代码","VARCHAR2","80","","","N"
"GSP_ORGANISE_CODE_PERMIT","ORGANISENAME","机构名称","机构名称","VARCHAR2","80","","","N"
"GSP_ORGANISE_CODE_PERMIT","COMPANYTYPE","企业类型","企业类型","NUMBER","22","2","0","N"
"GSP_ORGANISE_CODE_PERMIT","SIGNNO","登记号","登记号","VARCHAR2","80","","","N"
"GSP_ORGANISE_CODE_PERMIT","SIGNORG","颁发单位","颁发单位","VARCHAR2","80","","","N"
"GSP_ORGANISE_CODE_PERMIT","VALIDONDATE","期限","期限","DATE","7","","","N"
"GSP_ORGANISE_CODE_PERMIT","VALIDENDDATE","期限至","期限至","DATE","7","","","N"
"GSP_ORGANISE_CODE_PERMIT","PICTURE","","","VARCHAR2","1000","","","N"
"GSP_ORGANISE_CODE_PERMIT","CREDATE","录入日期","录入日期","DATE","7","","","N"
